Action;12;1265;142;1609;2434;2349;2200;2037;1909;0;1797;1713;1645;1566;1502;1458;1412;1372;1325;1296
History;0.913965;0.927766;0.913965;0.913965;0.913965;0.913992;0.914125;0.914339;0.914846;0.913965;0.915700;0.916928;0.918770;0.921146;0.922667;0.924002;0.925283;0.926324;0.926858;0.927419
Horror;0;1044;0;1;13;92;394;934;1296;0;1360;1363;1327;1279;1238;1201;1168;1131;1094;1068
Horror;0.000000;0.013934;0.000000;0.000013;0.000174;0.001228;0.005259;0.012466;0.017298;0.000000;0.018152;0.018192;0.017712;0.017071;0.016524;0.016030;0.015589;0.015095;0.014602;0.014255
Horror;5098;3000;5097;5092;5046;4825;4236;3542;3173;5098;3082;3038;3030;3026;3015;3009;3006;3003;3002;3002
Horror;0.068043;0.040041;0.068030;0.067963;0.067349;0.064399;0.056538;0.047275;0.042350;0.068043;0.041136;0.040548;0.040442;0.040388;0.040241;0.040161;0.040121;0.040081;0.040068;0.040068
Horror;5098;4044;5097;5093;5059;4917;4630;4476;4469;5098;4442;4401;4357;4305;4253;4210;4174;4134;4096;4070
Horror;0.068043;0.053975;0.068030;0.067976;0.067523;0.065627;0.061797;0.059741;0.059648;0.068043;0.059288;0.058740;0.058153;0.057459;0.056765;0.056191;0.055711;0.055177;0.054669;0.054322
Horror;64727;68923;64729;64739;64831;65273;66451;67839;68577;64727;68759;68847;68863;68871;68893;68905;68911;68917;68919;68919
Horror;0.863914;0.919918;0.863940;0.864074;0.865302;0.871201;0.886924;0.905450;0.915300;0.863914;0.917729;0.918903;0.919117;0.919224;0.919517;0.919678;0.919758;0.919838;0.919864;0.919864
Music;0;742;0;1;10;25;44;76;115;0;169;224;279;341;410;482;552;605;655;706
Music;0.000000;0.009904;0.000000;0.000013;0.000133;0.000334;0.000587;0.001014;0.001535;0.000000;0.002256;0.002990;0.003724;0.004551;0.005472;0.006433;0.007368;0.008075;0.008742;0.009423
Music;3021;2082;3019;3014;2996;2962;2925;2862;2798;3022;2716;2636;2547;2468;2395;2323;2268;2208;2161;2115
Music;0.040321;0.027789;0.040295;0.040228;0.039988;0.039534;0.039040;0.038199;0.037345;0.040335;0.036251;0.035183;0.033995;0.032940;0.031966;0.031005;0.030271;0.029470;0.028843;0.028229
Music;3021;2824;3019;3015;3006;2987;2969;2938;2913;3022;2885;2860;2826;2809;2805;2805;2820;2813;2816;2821
Music;0.040321;0.037692;0.040295;0.040241;0.040121;0.039868;0.039627;0.039214;0.038880;0.040335;0.038506;0.038173;0.037719;0.037492;0.037438;0.037438;0.037639;0.037545;0.037585;0.037652
Music;68881;70759;68885;68895;68931;68999;69073;69199;69327;68879;69491;69651;69829;69987;70133;70277;70387;70507;70601;70693
Music;0.919357;0.944423;0.919411;0.919544;0.920025;0.920932;0.921920;0.923602;0.925310;0.919331;0.927499;0.929634;0.932010;0.934119;0.936068;0.937990;0.939458;0.941059;0.942314;0.943542
Musical;0;4;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2
Musical;0.000000;0.000053;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000013;0.000013;0.000013;0.000013;0.000013;0.000013;0.000013;0.000013;0.000013;0.000027
Musical;1482;1481;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482;1482
Musical;0.019780;0.019767;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780
Musical;1482;1485;1482;1482;1482;1482;1482;1482;1482;1482;1483;1483;1483;1483;1483;1483;1483;1483;1483;1484
Musical;0.019780;0.019820;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019780;0.019794;0.019794;0.019794;0.019794;0.019794;0.019794;0.019794;0.019794;0.019794;0.019807
Musical;71959;71961;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959;71959
Musical;0.960439;0.960466;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439;0.960439
Mystery;0;849;0;0;1;3;7;24;74;0;228;498;812;1014;1076;1064;1021;980;935;889
Mystery;0.000000;0.011332;0.000000;0.000000;0.000013;0.000040;0.000093;0.000320;0.000988;0.000000;0.003043;0.006647;0.010838;0.013534;0.014361;0.014201;0.013627;0.013080;0.012479;0.011866
Mystery;3533;3030;3533;3533;3532;3531;3529;3509;3478;3533;3386;3245;3091;2992;2968;2969;2978;2985;2995;3012
Mystery;0.047155;0.040442;0.047155;0.047155;0.047142;0.047128;0.047102;0.046835;0.046421;0.047155;0.045193;0.043311;0.041256;0.039934;0.039614;0.039627;0.039747;0.039841;0.039974;0.040201
Mystery;3533;3879;3533;3533;3533;3534;3536;3533;3552;3533;3614;3743;3903;4006;4044;4033;3999;3965;3930;3901
Mystery;0.047155;0.051773;0.047155;0.047155;0.047155;0.047168;0.047195;0.047155;0.047409;0.047155;0.048236;0.049958;0.052093;0.053468;0.053975;0.053829;0.053375;0.052921;0.052454;0.052067
Mystery;67857;68863;67857;67857;67859;67861;67865;67905;67967;67857;68151;68433;68741;68939;68987;68985;68967;68953;68933;68899
Mystery;0.905690;0.919117;0.905690;0.905690;0.905717;0.905743;0.905797;0.906330;0.907158;0.905690;0.909614;0.913378;0.917489;0.920131;0.920772;0.920745;0.920505;0.920318;0.920051;0.919597
News;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
News;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
News;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374
News;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339
News;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374;1374
News;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339;0.018339
News;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175;72175
News;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322;0.963322
Reality-TV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reality-TV;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Reality-TV;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637
Reality-TV;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502
Reality-TV;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637;637
Reality-TV;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502;0.008502
Reality-TV;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649;73649
Reality-TV;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996;0.982996
Romance;63;1182;2404;2391;2218;2052;1887;1762;1642;0;1542;1462;1406;1326;1301;1248;1249;1213;1209;1166
Romance;0.000841;0.015776;0.032086;0.031913;0.029604;0.027388;0.025186;0.023517;0.021916;0.000000;0.020581;0.019513;0.018766;0.017698;0.017364;0.016657;0.016670;0.016190;0.016137;0.015563
Romance;7397;6188;5970;5710;5707;5750;5805;5873;5924;7467;5980;6039;6066;6109;6119;6154;6154;6190;6182;6213
Romance;0.098728;0.082591;0.079682;0.076212;0.076172;0.076745;0.077480;0.078387;0.079068;0.099662;0.079815;0.080603;0.080963;0.081537;0.081671;0.082138;0.082138;0.082618;0.082511;0.082925
Romance;7460;7370;8374;8101;7925;7802;7692;7635;7566;7467;7522;7501;7472;7435;7420;7402;7403;7403;7391;7379
Romance;0.099569;0.098368;0.111768;0.108124;0.105775;0.104134;0.102665;0.101905;0.100984;0.099662;0.100396;0.100116;0.099729;0.099235;0.099035;0.098795;0.098808;0.098808;0.098648;0.098488
Romance;60129;62547;62983;63503;63509;63423;63313;63177;63075;59989;62963;62845;62791;62705;62685;62615;62615;62543;62559;62497
Romance;0.802544;0.834817;0.840636;0.847577;0.847657;0.846509;0.845041;0.843226;0.841864;0.800675;0.840369;0.838794;0.838074;0.836926;0.836659;0.835725;0.835725;0.834764;0.834977;0.834150
Sci-Fi;0;1003;0;1;1;7;30;61;114;0;190;294;453;597;731;868;935;995;1023;1021
Sci-Fi;0.000000;0.013387;0.000000;0.000013;0.000013;0.000093;0.000400;0.000814;0.001522;0.000000;0.002536;0.003924;0.006046;0.007968;0.009757;0.011585;0.012479;0.013280;0.013654;0.013627
Sci-Fi;3499;2149;3498;3497;3483;3441;3383;3295;3165;3499;2995;2821;2658;2507;2405;2306;2251;2215;2178;2161
Sci-Fi;0.046701;0.028683;0.046688;0.046675;0.046488;0.045927;0.045153;0.043978;0.042243;0.046701;0.039974;0.037652;0.035476;0.033461;0.032100;0.030778;0.030044;0.029564;0.029070;0.028843
Sci-Fi;3499;3152;3498;3498;3484;3448;3413;3356;3279;3499;3185;3115;3111;3104;3136;3174;3186;3210;3201;3182
Sci-Fi;0.046701;0.042070;0.046688;0.046688;0.046501;0.046021;0.045553;0.044793;0.043765;0.046701;0.042510;0.041576;0.041523;0.041429;0.041856;0.042363;0.042524;0.042844;0.042724;0.042470
Sci-Fi;67925;70625;67927;67929;67957;68041;68157;68333;68593;67925;68933;69281;69607;69909;70113;70311;70421;70493;70567;70601
Sci-Fi;0.906597;0.942634;0.906624;0.906651;0.907025;0.908146;0.909694;0.912043;0.915513;0.906597;0.920051;0.924696;0.929047;0.933078;0.935801;0.938443;0.939912;0.940873;0.941860;0.942314
Sport;5;19;7;7;7;8;8;8;11;1;11;11;12;12;12;12;12;14;15;16
Sport;0.000067;0.000254;0.000093;0.000093;0.000093;0.000107;0.000107;0.000107;0.000147;0.000013;0.000147;0.000147;0.000160;0.000160;0.000160;0.000160;0.000160;0.000187;0.000200;0.000214
Sport;1528;1496;1521;1518;1515;1515;1514;1512;1512;1543;1512;1510;1510;1510;1510;1509;1509;1508;1505;1499
Sport;0.020394;0.019967;0.020301;0.020261;0.020221;0.020221;0.020207;0.020181;0.020181;0.020594;0.020181;0.020154;0.020154;0.020154;0.020154;0.020141;0.020141;0.020127;0.020087;0.020007
Sport;1533;1515;1528;1525;1522;1523;1522;1520;1523;1544;1523;1521;1522;1522;1522;1521;1521;1522;1520;1515
Sport;0.020461;0.020221;0.020394;0.020354;0.020314;0.020328;0.020314;0.020287;0.020328;0.020608;0.020328;0.020301;0.020314;0.020314;0.020314;0.020301;0.020301;0.020314;0.020287;0.020221
Sport;71867;71931;71881;71887;71893;71893;71895;71899;71899;71837;71899;71903;71903;71903;71903;71905;71905;71907;71913;71925
Sport;0.959211;0.960066;0.959398;0.959478;0.959558;0.959558;0.959585;0.959639;0.959639;0.958811;0.959639;0.959692;0.959692;0.959692;0.959692;0.959719;0.959719;0.959745;0.959825;0.959986
Thriller;1;1242;780;2417;2219;2029;1881;1760;1656;0;1589;1502;1454;1389;1355;1311;1296;1254;1254;1233
Thriller;0.000013;0.016577;0.010411;0.032260;0.029617;0.027081;0.025106;0.023491;0.022103;0.000000;0.021208;0.020047;0.019407;0.018539;0.018085;0.017498;0.017298;0.016737;0.016737;0.016457
Thriller;7457;6057;6739;5604;5623;5678;5726;5785;5813;7460;5853;5883;5909;5951;5972;5999;6010;6040;6036;6064
Thriller;0.099529;0.080843;0.089946;0.074797;0.075050;0.075784;0.076425;0.077213;0.077586;0.099569;0.078120;0.078521;0.078868;0.079428;0.079709;0.080069;0.080216;0.080616;0.080563;0.080936
Thriller;7458;7299;7519;8021;7842;7707;7607;7545;7469;7460;7442;7385;7363;7340;7327;7310;7306;7294;7290;7297
Thriller;0.099542;0.097420;0.100356;0.107057;0.104667;0.102866;0.101531;0.100703;0.099689;0.099569;0.099329;0.098568;0.098274;0.097967;0.097794;0.097567;0.097513;0.097353;0.097300;0.097393
Thriller;60009;62809;61445;63715;63677;63567;63471;63353;63297;60003;63217;63157;63105;63021;62979;62925;62903;62843;62851;62795
Thriller;0.800942;0.838314;0.820109;0.850406;0.849899;0.848431;0.847150;0.845575;0.844827;0.800862;0.843760;0.842959;0.842265;0.841144;0.840583;0.839862;0.839569;0.838768;0.838875;0.838127
War;0;245;0;0;0;0;0;4;10;0;17;25;34;52;69;85;116;158;178;217
War;0.000000;0.003270;0.000000;0.000000;0.000000;0.000000;0.000000;0.000053;0.000133;0.000000;0.000227;0.000334;0.000454;0.000694;0.000921;0.001134;0.001548;0.002109;0.002376;0.002896
War;2016;1727;2016;2016;2016;2016;2010;2004;1998;2016;1989;1974;1957;1937;1915;1890;1862;1833;1795;1762
War;0.026908;0.023050;0.026908;0.026908;0.026908;0.026908;0.026828;0.026747;0.026667;0.026908;0.026547;0.026347;0.026120;0.025853;0.025560;0.025226;0.024852;0.024465;0.023958;0.023517
War;2016;1972;2016;2016;2016;2016;2010;2008;2008;2016;2006;1999;1991;1989;1984;1975;1978;1991;1973;1979
War;0.026908;0.026320;0.026908;0.026908;0.026908;0.026908;0.026828;0.026801;0.026801;0.026908;0.026774;0.026681;0.026574;0.026547;0.026481;0.026360;0.026400;0.026574;0.026334;0.026414
War;70891;71469;70891;70891;70891;70891;70903;70915;70927;70891;70945;70975;71009;71049;71093;71143;71199;71257;71333;71399
War;0.946185;0.953899;0.946185;0.946185;0.946185;0.946185;0.946345;0.946505;0.946665;0.946185;0.946905;0.947306;0.947760;0.948294;0.948881;0.949548;0.950296;0.951070;0.952084;0.952965
Western;0;97;0;0;0;1;1;2;3;0;4;7;11;16;17;23;35;48;62;81
Western;0.000000;0.001295;0.000000;0.000000;0.000000;0.000013;0.000013;0.000027;0.000040;0.000000;0.000053;0.000093;0.000147;0.000214;0.000227;0.000307;0.000467;0.000641;0.000828;0.001081
Western;1774;1185;1774;1774;1771;1766;1758;1744;1722;1774;1694;1637;1579;1543;1480;1423;1373;1318;1281;1228
Western;0.023678;0.015816;0.023678;0.023678;0.023638;0.023571;0.023464;0.023277;0.022984;0.023678;0.022610;0.021849;0.021075;0.020594;0.019754;0.018993;0.018325;0.017591;0.017098;0.016390
Western;1774;1282;1774;1774;1771;1767;1759;1746;1725;1774;1698;1644;1590;1559;1497;1446;1408;1366;1343;1309
Western;0.023678;0.017111;0.023678;0.023678;0.023638;0.023584;0.023477;0.023304;0.023024;0.023678;0.022663;0.021943;0.021222;0.020808;0.019981;0.019300;0.018793;0.018232;0.017925;0.017471
Western;71375;72553;71375;71375;71381;71391;71407;71435;71479;71375;71535;71649;71765;71837;71963;72077;72177;72287;72361;72467
Western;0.952645;0.968368;0.952645;0.952645;0.952725;0.952858;0.953072;0.953446;0.954033;0.952645;0.954780;0.956302;0.957850;0.958811;0.960493;0.962014;0.963349;0.964817;0.965805;0.967220
